NAME: WALL_FOLLOWING_ROBOT_2
NB_SAMPLES: 5456
NB_ATTRIBUTES: 2
0.774 0.757 2
0.774 0.760 2
0.773 0.764 2
0.776 0.794 2
0.778 0.803 2
0.783 0.763 2
0.826 0.795 2
0.776 0.792 2
0.775 0.769 2
0.775 0.789 2
0.778 0.805 2
0.778 0.775 2
0.784 0.768 2
0.805 0.765 2
1.529 0.762 0
1.531 0.758 0
0.791 0.756 2
1.532 0.753 0
1.530 0.752 0
1.529 0.751 0
1.528 0.751 0
1.528 0.751 0
1.527 0.750 0
1.527 0.750 0
1.525 0.750 0
1.521 0.748 0
1.514 0.745 0
1.504 0.742 0
1.493 0.738 0
1.480 0.732 0
1.465 0.726 0
1.450 0.720 0
1.433 0.714 0
1.416 0.706 0
1.397 0.700 0
1.379 0.693 0
1.361 0.686 0
1.342 0.679 0
1.323 0.673 0
1.304 0.666 0
1.285 0.658 0
1.267 0.652 0
1.248 0.645 0
1.229 0.638 0
1.209 0.631 0
1.190 0.624 0
1.170 0.617 0
1.151 0.609 0
1.132 0.602 0
1.114 0.595 0
1.096 0.587 0
1.078 0.580 0
1.060 0.573 0
1.042 0.566 0
1.024 0.559 0
1.006 0.551 0
0.987 0.544 0
0.969 0.536 0
0.715 0.529 2
0.677 0.522 2
0.651 0.514 2
0.628 0.506 2
0.606 0.498 2
0.591 0.490 2
0.585 0.484 2
0.573 0.478 2
0.835 0.479 2
0.837 0.483 2
0.839 0.482 2
0.839 0.481 2
0.839 0.479 2
0.837 0.476 2
0.831 0.475 2
0.834 0.470 2
0.834 0.470 2
0.831 0.469 2
0.831 0.468 2
0.527 0.466 2
0.832 0.464 2
0.836 0.462 2
0.839 0.460 2
0.842 0.455 2
0.843 0.456 2
0.843 0.454 2
0.841 0.453 2
0.838 0.451 2
0.838 0.449 2
0.838 0.447 2
0.834 0.445 2
0.837 0.443 2
0.845 0.441 2
0.846 0.439 2
0.845 0.437 2
0.845 0.435 2
0.846 0.433 2
0.847 0.431 2
0.836 0.428 2
0.835 0.425 2
0.834 0.423 2
0.834 0.420 2
0.842 0.417 2
0.841 0.415 2
0.841 0.414 2
0.844 0.412 2
0.843 0.411 2
0.831 0.413 2
0.827 0.414 2
0.826 0.413 2
0.825 0.408 2
0.826 0.408 2
0.828 0.408 2
0.830 0.411 2
0.829 0.423 2
0.828 0.441 2
0.830 0.467 2
0.836 0.418 2
0.840 0.419 2
5.000 0.427 1
0.828 0.484 2
0.827 0.999 2
0.830 0.431 2
0.832 0.433 2
0.835 0.434 2
0.835 0.430 2
0.835 0.430 2
0.835 0.430 2
0.839 0.428 2
0.852 0.431 2
0.856 0.432 2
3.332 0.433 1
3.333 0.437 1
3.334 0.442 1
3.334 0.453 1
3.335 0.817 0
3.334 0.818 0
3.334 0.801 0
3.333 0.818 0
3.332 0.814 0
3.329 0.817 0
3.323 0.810 0
3.314 0.803 0
3.302 0.799 0
3.288 0.790 0
3.271 0.783 0
3.256 0.780 0
3.242 0.770 0
3.224 0.762 0
3.203 0.754 0
3.188 0.591 0
3.168 0.741 0
3.149 0.632 0
3.129 0.654 0
3.110 0.715 0
0.881 0.707 2
3.071 0.699 0
3.051 0.691 0
3.031 0.683 0
3.012 0.675 0
2.994 0.668 0
2.973 0.661 0
2.957 0.654 0
2.940 0.648 0
0.811 0.641 2
0.795 0.638 2
0.778 0.648 2
0.781 0.636 2
2.859 0.629 0
0.749 0.620 2
2.835 0.612 0
2.829 0.608 0
2.828 0.607 0
2.828 0.604 0
2.827 0.607 0
2.826 0.608 0
2.825 0.607 0
2.823 0.607 0
2.821 0.606 0
2.819 0.606 0
2.817 0.606 0
2.815 0.605 0
2.813 0.605 0
2.809 0.600 0
2.801 0.599 0
2.791 0.600 0
2.780 0.597 0
2.767 0.592 0
2.752 0.589 0
2.736 0.587 0
2.719 0.580 0
2.702 0.575 0
2.684 0.565 0
2.665 0.562 0
2.647 0.558 0
2.628 0.558 0
2.609 0.575 0
2.589 0.538 0
2.569 0.529 0
2.550 0.523 0
2.530 0.512 0
2.510 0.512 0
2.491 0.503 0
2.471 0.496 0
2.451 0.486 1
2.431 0.479 1
2.411 0.470 1
2.391 0.464 1
2.372 0.458 1
2.354 0.452 1
2.337 0.448 1
2.320 0.444 1
2.304 0.441 1
2.288 0.439 1
2.274 0.440 1
2.258 0.439 1
2.248 0.445 1
2.233 0.450 1
2.222 0.449 1
2.214 0.459 1
2.205 0.466 1
2.195 0.445 1
2.184 0.441 1
2.179 0.437 1
2.181 0.436 1
2.181 0.436 1
2.179 0.436 1
2.179 0.436 1
2.181 0.436 1
2.177 0.436 1
2.174 0.436 1
2.169 0.436 1
2.163 0.436 1
2.155 0.507 0
2.147 0.444 1
2.138 0.442 1
2.129 0.487 1
2.119 0.486 1
2.107 0.495 0
2.096 3.091 3
2.085 3.097 3
2.074 0.457 1
2.062 0.458 1
2.049 0.462 1
2.035 0.473 1
2.021 0.492 1
2.008 0.481 1
1.995 1.464 3
1.981 1.455 3
1.968 1.452 3
1.956 1.447 3
1.943 1.446 3
1.931 1.444 3
1.918 1.442 3
1.905 1.441 3
1.891 1.437 3
1.877 1.435 3
1.862 1.434 3
1.848 1.433 3
1.833 1.431 3
1.818 1.430 3
1.804 1.431 3
1.790 1.430 3
1.776 1.431 3
1.762 1.440 3
1.686 1.432 3
1.677 1.424 3
1.658 1.422 3
1.646 1.421 3
1.637 0.664 0
1.524 0.665 0
1.425 0.675 0
1.418 0.686 0
1.416 0.693 0
1.403 0.696 0
1.393 0.795 0
1.413 0.805 0
1.414 0.819 0
1.410 0.830 0
1.359 0.915 3
1.345 0.982 3
1.332 2.168 3
1.318 0.880 0
1.304 2.192 3
1.290 2.204 3
1.277 2.217 3
1.263 2.229 3
1.249 1.292 3
1.236 1.297 3
1.223 1.305 3
1.210 1.312 3
1.201 1.319 3
1.190 2.290 3
1.181 2.298 3
1.170 2.304 3
1.157 1.762 3
1.144 1.772 3
1.132 2.326 3
1.120 2.333 3
1.108 2.340 3
1.096 2.347 3
1.083 0.844 0
1.071 0.848 0
1.059 0.814 0
1.046 0.820 0
1.032 0.820 0
1.017 0.859 0
0.999 0.825 0
0.982 0.828 0
0.965 0.831 0
0.947 0.829 0
0.929 0.828 0
0.910 0.830 0
0.891 0.833 2
0.872 0.835 2
0.853 0.835 2
0.834 0.837 2
0.814 0.840 2
0.796 0.843 2
0.780 0.845 2
0.775 0.844 2
0.778 0.843 2
0.780 0.842 2
0.782 0.841 2
0.783 0.841 2
0.782 0.844 2
0.782 0.844 2
0.782 0.842 2
0.783 0.845 2
0.786 0.841 2
0.783 0.840 2
0.784 0.838 2
0.787 0.834 2
0.786 0.833 2
0.786 0.831 2
0.782 0.829 2
0.781 0.828 2
0.780 0.826 2
0.780 0.825 2
0.779 0.823 2
0.779 0.822 2
0.781 0.830 2
0.781 0.905 2
0.780 0.834 2
0.778 0.825 2
0.772 0.831 2
0.770 0.821 2
0.769 0.820 2
0.768 0.854 2
0.767 0.890 2
0.766 0.884 2
0.766 0.826 2
0.769 0.822 2
0.768 0.798 2
0.780 0.794 2
0.796 0.791 2
0.767 0.787 2
0.766 0.784 2
0.766 0.780 2
0.768 0.773 2
0.771 0.770 2
0.784 0.767 2
0.843 0.763 2
0.885 0.755 2
0.887 0.752 2
0.885 0.749 2
1.333 0.748 0
1.338 0.742 0
1.339 0.735 0
1.335 0.733 0
1.333 0.732 0
1.331 0.732 0
1.329 0.732 0
1.323 0.732 0
1.315 0.731 0
1.304 0.731 0
1.295 0.724 0
1.280 0.719 0
1.264 0.715 0
1.247 0.710 0
1.230 0.709 0
1.211 0.700 0
1.048 0.694 0
1.025 0.689 0
1.005 0.684 0
0.988 0.678 0
0.971 0.673 0
0.955 0.667 0
0.938 0.662 0
0.922 0.656 0
0.905 0.650 0
0.886 0.638 2
0.954 0.627 0
0.935 0.618 0
0.915 0.612 0
0.897 0.606 2
0.880 0.601 2
0.864 0.597 2
0.849 0.593 2
0.835 0.589 2
0.824 0.585 2
0.822 0.583 2
0.825 0.578 2
0.826 0.578 2
0.826 0.582 2
0.826 0.578 2
0.826 0.578 2
0.826 0.577 2
0.826 0.576 2
0.827 0.572 2
0.827 0.572 2
0.827 0.572 2
0.827 0.571 2
0.827 0.570 2
0.828 0.569 2
0.828 0.568 2
0.828 0.566 2
0.828 0.564 2
0.828 0.564 2
0.826 0.562 2
0.826 0.561 2
0.825 0.566 2
0.825 0.565 2
0.825 0.565 2
0.825 0.565 2
0.825 0.560 2
0.826 0.559 2
0.825 0.554 2
0.826 0.553 2
0.826 0.552 2
0.826 0.550 2
0.827 0.549 2
0.827 0.547 2
0.828 0.546 2
0.827 0.545 2
0.826 0.547 2
0.825 0.550 2
0.823 0.547 2
0.822 0.545 2
0.821 0.538 2
0.820 0.532 2
0.820 0.530 2
0.820 0.529 2
0.820 0.528 2
0.823 0.527 2
0.821 0.527 2
0.824 0.526 2
0.824 0.526 2
0.823 0.525 2
0.822 0.524 2
0.818 0.527 2
0.817 0.527 2
0.816 0.542 2
0.816 0.707 2
0.814 0.524 2
0.813 0.520 2
0.813 0.523 2
0.812 0.527 2
0.812 0.572 2
0.811 0.867 2
0.813 0.842 2
0.879 0.838 2
0.816 0.548 2
0.812 0.667 2
0.811 0.665 2
0.814 0.666 2
0.817 0.546 2
1.554 0.538 0
0.837 0.805 2
0.903 0.549 0
1.580 0.799 0
1.719 0.795 0
1.721 0.793 0
1.717 0.793 0
1.717 0.796 0
1.716 0.793 0
1.715 0.796 0
1.569 0.791 0
1.566 0.792 0
1.696 0.788 0
1.685 0.780 0
1.669 0.775 0
0.902 0.616 0
1.637 0.632 0
1.620 0.753 0
1.596 0.745 0
1.569 0.737 0
1.553 0.729 0
1.552 0.721 0
1.533 0.712 0
0.835 0.704 2
0.806 0.697 2
0.791 0.688 2
0.780 0.680 2
0.858 0.672 2
1.416 0.664 0
1.407 0.657 0
1.403 0.652 0
1.401 0.650 0
0.854 0.651 2
0.857 0.651 2
1.404 0.652 0
0.854 0.650 2
0.851 0.650 2
0.855 0.649 2
0.851 0.649 2
0.847 0.649 2
0.847 0.651 2
0.853 0.651 2
1.395 0.649 0
1.394 0.656 0
1.394 0.645 0
1.392 0.643 0
1.391 0.643 0
1.389 0.643 0
1.387 0.642 0
1.382 0.641 0
0.858 0.635 2
1.364 0.631 0
1.348 0.627 0
1.334 0.622 0
1.316 0.617 0
0.907 0.612 0
1.291 0.607 0
1.275 0.603 0
1.262 0.599 0
1.242 0.594 0
1.226 0.590 0
1.209 0.585 0
1.191 0.580 0
1.171 0.576 0
1.153 0.572 0
1.136 0.567 0
1.118 0.562 0
1.100 0.557 0
1.084 0.552 0
1.066 0.547 0
1.047 0.542 0
0.842 0.537 2
0.815 0.531 2
0.992 0.526 0
0.977 0.521 0
0.958 0.516 0
0.746 0.512 2
0.729 0.508 2
0.910 0.504 0
0.895 0.500 2
0.888 0.497 2
0.868 0.493 2
0.858 0.489 2
0.852 0.487 2
0.853 0.487 2
0.854 0.487 2
0.854 0.487 2
0.854 0.486 2
0.853 0.486 2
0.853 0.485 2
0.852 0.484 2
0.852 0.483 2
0.851 0.482 2
0.847 0.481 2
0.846 0.480 2
0.846 0.479 2
0.849 0.476 2
0.848 0.474 2
0.848 0.473 2
0.848 0.473 2
0.851 0.472 2
0.851 0.471 2
0.851 0.471 2
1.482 0.469 1
1.482 0.468 1
1.132 0.466 1
1.540 0.465 1
1.132 0.464 1
1.117 0.463 1
1.120 0.464 1
1.132 0.464 1
1.125 0.464 1
1.120 0.465 1
1.114 0.465 1
1.109 0.466 1
1.103 0.466 1
1.104 0.468 1
1.504 0.469 1
1.496 0.470 1
1.485 0.472 1
1.476 0.473 1
1.468 0.475 1
1.460 0.476 1
1.451 0.478 1
1.443 0.479 1
1.435 0.481 1
1.427 0.483 1
1.419 0.485 1
1.412 0.487 1
1.404 0.489 1
1.399 0.492 1
1.391 0.495 0
1.321 0.497 0
1.306 0.499 0
1.298 0.502 0
1.289 0.505 0
1.279 0.509 0
1.271 0.513 0
1.329 0.517 0
1.318 0.522 0
1.307 0.526 0
1.294 0.531 0
1.282 0.538 0
1.268 0.545 0
1.250 0.552 0
1.232 0.560 0
1.214 0.567 0
1.198 0.574 0
1.178 0.581 0
1.127 0.587 0
1.105 0.594 0
1.082 0.600 0
1.062 0.607 0
1.043 0.615 0
1.024 0.623 0
1.004 0.631 0
0.985 0.639 0
0.966 0.647 0
0.947 0.655 0
0.929 0.662 0
0.914 0.669 0
0.897 0.676 2
0.885 0.684 2
1.124 0.681 0
1.116 0.683 0
1.497 0.686 0
1.479 0.689 0
1.462 0.694 0
1.446 0.700 0
1.431 0.705 0
1.058 0.711 0
1.047 0.716 0
1.039 0.721 0
1.031 0.727 0
1.023 0.733 0
0.684 0.740 2
0.663 0.750 2
0.648 0.757 2
0.632 0.765 2
0.617 0.772 2
0.604 0.776 2
0.592 0.779 2
0.591 0.775 2
1.040 0.774 0
1.041 0.772 0
1.042 0.772 0
1.041 0.772 0
1.039 0.773 0
1.037 0.774 0
1.036 0.774 0
1.034 0.775 0
1.033 0.776 0
1.032 0.776 0
1.030 0.777 0
1.029 0.777 0
1.027 0.778 0
1.026 0.778 0
1.025 0.778 0
1.020 0.779 0
1.020 0.780 0
1.015 0.779 0
1.007 0.778 0
0.997 0.780 0
0.983 0.779 0
0.974 0.782 0
0.960 0.808 0
0.945 0.782 0
0.930 0.785 0
0.914 0.782 0
0.895 0.782 2
0.875 0.779 2
0.859 0.780 2
0.842 0.782 2
0.823 0.784 2
0.808 0.786 2
0.795 0.787 2
0.789 0.787 2
0.790 0.789 2
0.791 0.791 2
0.792 0.794 2
0.792 0.892 2
0.792 0.888 2
0.792 0.891 2
0.792 0.887 2
0.792 0.887 2
0.792 0.887 2
0.792 0.886 2
0.791 0.885 2
0.790 0.791 2
0.790 0.789 2
0.789 0.784 2
0.788 0.779 2
0.787 0.773 2
0.786 0.771 2
0.785 0.770 2
0.787 0.768 2
0.790 0.398 2
0.800 0.389 2
0.785 0.387 2
0.785 0.384 2
0.784 0.383 2
0.787 0.777 2
0.786 0.765 2
0.793 0.863 2
0.810 0.780 2
0.820 0.371 2
1.799 0.368 1
0.949 0.366 1
0.944 0.364 1
0.940 0.761 0
0.939 0.760 0
0.942 0.767 0
0.939 0.760 0
0.942 0.760 0
0.937 0.760 0
0.933 0.770 0
0.926 0.865 0
0.914 0.750 0
0.911 0.746 0
1.742 0.742 0
1.726 0.384 1
1.708 0.386 1
1.693 0.389 1
2.678 0.396 1
2.089 0.438 1
2.642 0.444 1
2.625 0.698 0
2.609 0.693 0
2.593 0.688 0
2.579 0.683 0
2.564 0.678 0
2.551 0.471 1
2.537 0.480 1
2.524 0.662 0
2.510 0.658 0
0.723 0.577 2
2.481 0.649 0
2.467 0.559 0
2.451 0.640 0
1.984 0.626 0
1.413 0.631 0
1.967 0.607 0
1.965 0.623 0
0.690 0.619 2
2.356 0.615 0
1.329 0.610 0
1.309 0.606 0
1.292 0.601 0
1.275 0.597 0
1.266 0.592 0
1.247 0.588 0
1.228 0.583 0
1.231 0.582 0
2.200 0.575 0
2.182 0.568 0
2.163 0.565 0
1.156 0.562 0
2.125 0.559 0
2.105 0.555 0
2.086 0.551 0
2.067 0.547 0
2.047 0.544 0
2.027 0.540 0
2.007 0.536 0
1.988 0.533 0
1.968 0.529 0
1.949 0.526 0
1.930 0.522 0
1.910 0.519 0
1.891 0.516 0
0.914 0.512 0
0.884 0.509 2
0.867 0.506 2
0.848 0.503 2
0.831 0.499 2
0.816 0.496 2
0.802 0.493 2
0.789 0.490 2
0.783 0.488 2
0.784 0.487 2
0.802 0.487 2
0.802 0.486 2
1.528 0.486 1
1.525 0.485 1
1.525 0.485 1
1.528 0.485 1
1.525 0.485 1
1.524 0.485 1
1.527 0.485 1
1.526 0.485 1
1.523 0.485 1
1.522 0.485 1
1.525 0.485 1
1.522 0.485 1
1.522 0.484 1
1.521 0.485 1
1.521 0.484 1
1.524 0.484 1
1.527 0.484 1
1.523 0.484 1
1.523 0.484 1
1.525 0.484 1
1.522 0.484 1
1.525 0.484 1
1.527 0.483 1
1.527 0.483 1
1.523 0.483 1
1.735 0.483 1
1.735 0.483 1
1.525 0.483 1
1.734 0.483 1
1.733 0.483 1
1.525 0.483 1
1.733 0.483 1
1.732 0.483 1
1.732 0.483 1
1.731 0.483 1
1.731 0.483 1
1.731 0.482 1
1.731 0.482 1
1.731 0.482 1
1.731 0.482 1
1.729 0.483 1
1.726 0.482 1
1.722 0.482 1
1.716 0.481 1
1.707 0.480 1
0.583 0.479 2
0.584 0.478 2
1.678 0.477 1
1.668 0.477 1
1.658 0.476 1
1.650 0.475 1
1.644 0.475 1
1.637 0.475 1
1.431 0.475 1
1.425 0.475 1
1.617 0.475 1
1.417 0.476 1
1.403 0.476 1
1.392 0.478 1
1.384 0.478 1
1.376 0.479 1
1.371 0.481 1
1.363 0.483 1
1.355 0.484 1
1.532 0.486 1
1.522 0.488 1
1.511 0.490 1
1.501 0.492 1
1.491 0.494 1
1.481 0.495 0
1.471 0.498 0
1.461 0.500 0
1.450 0.502 0
1.440 0.505 0
1.427 0.509 0
1.414 0.513 0
1.398 0.517 0
1.383 0.522 0
1.367 0.527 0
1.350 0.532 0
1.332 0.538 0
1.314 0.544 0
1.297 0.550 0
1.279 0.556 0
1.262 0.562 0
1.244 0.568 0
1.226 0.574 0
1.207 0.581 0
1.189 0.588 0
1.170 0.594 0
1.151 0.601 0
1.132 0.608 0
1.112 0.615 0
1.093 0.621 0
1.073 0.628 0
1.056 0.635 0
1.037 0.642 0
1.014 0.646 0
0.994 0.654 0
0.974 0.666 0
0.956 0.670 0
0.937 0.678 0
0.919 0.685 0
0.900 0.692 2
0.882 0.699 2
0.864 0.706 2
0.846 0.714 2
0.828 0.720 2
0.811 0.727 2
0.798 0.731 2
0.793 0.731 2
0.794 0.729 2
0.796 0.727 2
0.797 0.727 2
0.797 0.727 2
0.796 0.727 2
0.796 0.727 2
0.795 0.727 2
0.795 0.726 2
0.798 0.726 2
0.797 0.725 2
0.796 0.725 2
0.792 0.727 2
0.791 0.739 2
0.789 0.728 2
0.788 0.727 2
0.787 0.723 2
0.786 0.722 2
0.785 0.721 2
0.784 0.721 2
0.783 0.724 2
0.783 0.727 2
0.783 0.733 2
0.785 1.152 2
0.896 0.730 2
0.835 0.733 2
0.784 0.736 2
0.783 0.754 2
0.786 0.827 2
0.785 0.757 2
0.792 0.785 2
0.809 0.779 2
0.819 0.772 2
1.564 0.750 0
1.565 0.758 0
1.566 0.761 0
1.566 0.758 0
1.564 0.776 0
1.557 0.758 0
1.557 0.758 0
1.556 0.757 0
1.555 0.757 0
1.552 0.755 0
1.545 0.753 0
1.535 0.746 0
1.524 0.742 0
1.511 0.740 0
1.496 0.735 0
1.480 0.729 0
1.463 0.724 0
1.447 0.717 0
1.429 0.710 0
1.411 0.704 0
1.392 0.700 0
1.377 0.699 0
1.355 0.689 0
1.336 0.684 0
1.318 0.677 0
1.298 0.671 0
1.278 0.665 0
1.261 0.656 0
1.241 0.650 0
1.220 0.643 0
1.196 0.633 0
1.178 0.626 0
1.154 0.619 0
1.135 0.612 0
1.115 0.605 0
1.096 0.599 0
1.078 0.593 0
1.060 0.586 0
1.042 0.580 0
1.024 0.573 0
0.775 0.567 2
0.763 0.561 2
0.710 0.555 2
0.698 0.548 2
0.680 0.545 2
0.667 0.539 2
0.901 0.533 0
0.897 0.526 2
0.900 0.522 2
0.905 0.522 0
0.905 0.522 0
0.904 0.521 0
0.578 0.521 2
0.901 0.521 0
0.901 0.520 0
0.576 0.519 2
0.574 0.516 2
0.573 0.513 2
0.571 0.510 2
0.862 0.507 2
0.853 0.503 2
0.842 0.501 2
0.835 0.499 2
0.833 0.497 2
0.834 0.497 2
0.835 0.496 2
0.835 0.495 2
0.836 0.495 2
0.837 0.494 2
0.838 0.493 2
0.840 0.492 2
0.841 0.490 2
0.843 0.489 2
0.840 0.488 2
0.840 0.486 2
0.587 0.484 2
0.845 0.481 2
0.846 0.479 2
0.845 0.477 2
0.845 0.474 2
0.845 0.473 2
0.844 0.471 2
0.844 0.469 2
0.840 0.468 2
0.836 0.464 2
0.838 0.461 2
0.840 0.459 2
0.839 0.456 2
0.839 0.454 2
0.839 0.451 2
0.839 0.449 2
0.842 0.448 2
0.833 0.446 2
0.840 0.451 2
0.827 0.446 2
0.833 0.445 2
0.832 0.443 2
0.831 0.443 2
0.830 0.442 2
0.829 0.445 2
0.828 0.458 2
0.828 0.483 2
0.830 0.523 2
0.867 0.452 2
0.844 0.453 2
0.832 0.474 2
0.829 0.521 2
0.828 0.850 2
0.831 0.473 2
0.834 0.465 2
0.850 0.463 2
3.300 0.468 1
3.301 0.470 1
3.302 0.479 1
3.300 0.812 0
3.300 0.808 0
3.299 0.808 0
3.298 0.811 0
3.294 0.806 0
3.287 0.803 0
3.281 0.800 0
3.272 0.795 0
3.256 0.790 0
3.238 0.784 0
0.979 0.776 0
3.210 0.572 0
3.196 0.586 0
3.174 0.754 0
3.153 0.749 0
3.137 0.738 0
3.118 0.730 0
3.099 0.722 0
3.077 0.714 0
3.061 0.707 0
3.041 0.702 0
3.022 0.692 0
3.002 0.688 0
2.983 0.680 0
0.859 0.674 2
0.840 0.667 2
0.822 0.663 2
2.909 0.667 0
2.892 0.652 0
2.876 0.643 0
2.861 0.638 0
2.846 0.634 0
2.833 0.627 0
2.820 0.623 0
2.808 0.620 0
2.796 0.618 0
2.783 0.615 0
2.769 0.614 0
2.754 0.609 0
2.738 0.599 0
2.722 0.597 0
2.704 0.588 0
2.686 0.583 0
2.668 0.578 0
2.650 0.573 0
2.631 0.568 0
2.612 0.563 0
2.593 0.558 0
2.573 0.553 0
2.553 0.548 0
2.533 0.543 0
2.513 0.539 0
2.493 0.534 0
2.473 0.530 0
2.453 0.525 0
2.433 0.520 0
2.411 0.516 0
2.394 0.512 0
2.371 0.508 0
2.351 0.504 0
2.332 0.501 0
2.312 0.499 0
2.292 0.500 0
2.272 0.516 0
2.253 0.510 0
2.233 0.503 0
2.212 0.502 0
2.192 0.502 0
2.172 0.504 0
2.152 0.506 0
2.132 0.602 0
2.112 0.513 0
2.093 0.591 0
2.074 0.570 0
1.972 0.566 0
1.952 0.573 0
1.874 1.496 3
1.855 1.492 3
1.836 1.488 3
1.817 1.485 3
1.797 1.481 3
1.779 1.481 3
1.760 1.474 3
1.742 1.473 3
1.724 1.466 3
1.706 1.466 3
1.688 1.462 3
1.671 1.459 3
1.659 1.456 3
1.641 1.457 3
1.626 1.477 3
1.612 1.485 3
1.598 1.449 3
1.584 1.446 3
1.570 1.444 3
1.557 1.442 3
1.545 1.439 3
1.470 1.444 3
1.440 2.738 3
1.431 0.821 0
1.424 0.828 0
1.433 0.833 0
1.436 0.840 0
1.411 0.853 0
1.395 0.988 3
1.389 2.278 3
1.382 2.283 3
1.370 1.432 3
1.357 1.746 3
1.346 1.748 3
1.335 1.754 3
1.327 1.762 3
1.318 1.774 3
1.306 2.350 3
1.292 2.359 3
1.279 1.001 3
1.267 2.373 3
1.251 2.380 3
1.238 2.387 3
1.229 2.394 3
1.216 2.401 3
1.204 2.408 3
1.191 2.415 3
1.177 2.424 3
1.163 2.429 3
1.149 1.600 3
1.132 1.601 3
1.119 0.943 3
1.105 0.940 3
1.091 0.938 3
1.080 0.938 3
1.067 0.938 3
1.053 0.939 3
1.038 0.933 3
1.019 0.933 3
1.005 0.933 3
0.991 0.933 3
0.975 0.933 3
0.961 0.935 3
0.946 0.935 3
0.935 0.937 3
0.922 0.939 3
0.908 2.468 3
0.894 2.470 2
0.876 2.483 2
0.862 3.642 2
0.848 3.646 2
0.835 3.652 2
0.823 3.658 2
0.815 0.885 2
0.815 3.663 2
0.818 3.661 2
0.820 4.409 2
0.822 4.409 2
0.822 4.409 2
0.821 4.408 2
0.821 3.672 2
0.822 0.914 2
0.826 0.906 2
0.827 0.908 2
0.827 0.862 2
0.828 0.856 2
0.827 0.854 2
0.824 0.849 2
0.823 0.847 2
0.822 0.845 2
0.822 0.843 2
0.822 0.842 2
0.823 0.840 2
0.823 0.844 2
0.824 0.838 2
0.826 0.831 2
0.822 0.830 2
0.821 0.827 2
0.821 0.825 2
0.820 0.823 2
0.820 0.822 2
0.820 0.824 2
0.823 0.865 2
0.822 0.820 2
0.821 0.815 2
0.816 0.810 2
0.815 0.808 2
0.814 0.806 2
0.813 0.804 2
0.813 0.809 2
0.816 0.919 2
0.816 0.916 2
0.817 0.813 2
0.810 0.805 2
0.809 0.801 2
0.807 0.800 2
0.806 0.823 2
0.806 0.863 2
0.805 0.859 2
0.808 0.887 2
0.808 0.896 2
0.807 0.868 2
0.826 0.841 2
0.825 0.834 2
0.841 0.826 2
0.805 0.823 2
0.808 0.829 2
0.808 0.825 2
0.814 0.805 2
0.871 0.798 2
0.889 0.794 2
0.932 0.792 0
0.934 0.792 0
0.926 0.789 0
1.213 0.783 0
1.352 0.782 0
1.349 0.782 0
1.343 0.781 0
1.335 0.781 0
0.910 0.776 0
0.897 0.768 2
1.297 0.766 0
1.282 0.759 0
1.265 0.753 0
1.249 0.745 0
1.233 0.738 0
1.217 0.732 0
1.201 0.725 0
1.184 0.718 0
1.168 0.712 0
1.151 0.706 0
1.133 0.699 0
1.116 0.692 0
1.098 0.686 0
1.080 0.678 0
1.062 0.672 0
1.043 0.665 0
1.024 0.657 0
0.894 0.649 2
0.873 0.642 2
0.967 0.635 0
0.854 0.628 2
EOF
